title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Seating Capacity,Drive Type,Mileage,Fuel,No. of Airbags,Length,Ground Clearance,Top Speed,Range,Battery Capacity,Charging Time DC,Charging Time AC,Regenerative Braking Levels,Boot Space,Global NCAP Safety Rating
2021 Mahindra XUV500 W11 Option,₹16.90 Lakh,"Medavakkam, Chennai",Apr 2021,Comprehensive,Diesel,7 Seats,"68,000 Kms",Chennai,First Owner,2179 cc,Manual,2021,2179 cc,152.87 bhp,7,FWD,15.1 kmpl,,,,200mm,,,,,,,,
2017 Ford Ecosport 1.5 Ti VCT MT Titanium BSIV,₹4.89 Lakh,"Thiruverkadu, Chennai",May 2017,Third Party,Petrol,5 Seats,"74,272 Kms",Chennai,Second Owner,1499 cc,Manual,2017,1499 cc,110.4 bhp,,FWD,15.85 kmpl,,,,200mm,,,,,,,,
2013 Maruti Alto 800 LXI,₹2.20 Lakh,"Vadapalani, Chennai",Apr 2013,Expired,Petrol,5 Seats,"34,211 Kms",Chennai,Second Owner,796 cc,Manual,2013,796 cc,47.33 bhp,,,22.05 kmpl,Petrol,1,,,,,,,,,,
2016 Maruti Ciaz AT ZXi,₹4.80 Lakh,"Ganapathipuram, Chennai",Jan 2017,Comprehensive,Petrol,5 Seats,"95,934 Kms",Chennai,Second Owner,1373 cc,Automatic,2016,1373 cc,91.1 bhp,,,19.12 kmpl,Petrol,,,,,,,,,,,
2022 Hyundai i20 Sportz 1.2,₹7.47 Lakh,"Vadapalani, Chennai",Jul 2022,Comprehensive,Petrol,5 Seats,"21,974 Kms",Poonamallee,Second Owner,1197 cc,Manual,2022,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2021 MG Hector Hybrid Sharp MT,₹13.90 Lakh,"Anna Nagar West Extension, Chennai",Feb 2021,Comprehensive,Petrol,5 Seats,"42,000 Kms",Chennai,Second Owner,1451 cc,Manual,2021,1451 cc,141 bhp,5,FWD,10 kmpl,,,,192mm,,,,,,,,
2018 Maruti Wagon R VXI Plus Optional,₹4.85 Lakh,"Koyambedu, Chennai",Jan 2019,Comprehensive,Petrol,5 Seats,"40,000 Kms",Chennai,First Owner,998 cc,Manual,2018,998 cc,67.04 bhp,,,20.51 kmpl,Petrol,,3636mm,,,,,,,,,
2021 BMW X1 sDrive20d xLine,₹33.75 Lakh,"Thygaraya Nagar, Chennai",Jul 2021,Comprehensive,Diesel,5 Seats,"46,000 Kms",Chennai,First Owner,1995 cc,Automatic,2021,1995 cc,187.74 bhp,5,,19.62 kmpl,Diesel,6,,,,,,,,,,
2021 Maruti Swift VXI,₹6.09 Lakh,"Ganapathipuram, Chennai",Mar 2021,Comprehensive,Petrol,5 Seats,"28,812 Kms",Chennai,First Owner,1197 cc,Manual,2021,1197 cc,88.50 bhp,,,22.38 kmpl,Petrol,,,,,,,,,,268 Litres,
2016 Mercedes-Benz S-Class S 350 d,₹52 Lakh,"Kottivakkam, Chennai",Jan 2017,Comprehensive,Diesel,5 Seats,"33,000 Kms",Chennai,First Owner,2925 cc,Automatic,2016,2925 cc,281.61 bhp,,RWD,,Diesel,,,,250 kmph,,,,,,,
2022 BMW 3 Series Gran Limousine 330Li M Sport First Edition,₹43 Lakh,"Nandanam, Chennai",Aug 2022,Comprehensive,Petrol,5 Seats,"55,000 Kms",Tirunelveli,First Owner,1998 cc,Automatic,2022,1998 cc,254.79 bhp,,,15.3 kmpl,Petrol,6,,,,,,,,,,
2009 Hyundai i10 Magna 1.2,₹1.70 Lakh,Chennai,2009,Expired,Petrol,5 Seats,"40,000 Kms",Chennai,Third Owner,1197 cc,Manual,2009,1197 cc,78.9 bhp,,,20.36 kmpl,Petrol,,3585mm,,,,,,,,,
2021 Nissan Magnite Turbo CVT XL BSVI,₹6.69 Lakh,"Ganapathipuram, Chennai",Jan 2022,Third Party,Petrol,5 Seats,"31,287 Kms",Chennai,Second Owner,999 cc,Automatic,2021,999 cc,98.63 bhp,,,17.7 kmpl,Petrol,,,205,,,,,,,,
2022 Hyundai Creta SX Diesel,₹13.99 Lakh,"Vadapalani, Chennai",Apr 2022,Comprehensive,Diesel,5 Seats,"13,326 Kms",Chennai,First Owner,1493 cc,Manual,2022,1493 cc,113.45 bhp,5,2WD,18 kmpl,Diesel,,,,,,,,,,,
2018 Renault KWID 1.0 AMT RXT,₹3.58 Lakh,"Vadapalani, Chennai",May 2018,Comprehensive,Petrol,5 Seats,"54,862 Kms",Chennai,First Owner,999 cc,Automatic,2018,999 cc,67 bhp,,,24.04 kmpl,Petrol,1,,,,,,,,,,
2017 Maruti Baleno 1.2 Alpha,₹4.99 Lakh,"Thiruverkadu, Chennai",Feb 2017,Comprehensive,Petrol,5 Seats,"89,729 Kms",Chennai,First Owner,1197 cc,Manual,2017,1197 cc,83.1 bhp,,,21.4 kmpl,Petrol,,3995mm,,,,,,,,,
2017 Maruti Baleno 1.2 Zeta,₹5.80 Lakh,"Velacheri, Chennai",Nov 2017,Expired,Petrol,5 Seats,"80,000 Kms",red hills,First Owner,1197 cc,Manual,2017,1197 cc,83.1 bhp,,,21.4 kmpl,Petrol,,3995mm,,,,,,,,,
2016 Maruti Alto 800 VXI,₹2.90 Lakh,"Koyambedu, Chennai",Jan 2017,Comprehensive,Petrol,5 Seats,"38,000 Kms",Chennai,First Owner,796 cc,Manual,2016,796 cc,47.3 bhp,,,22.74 kmpl,Petrol,,3395mm,,,,,,,,,
2020 Tata Tigor XZ BSVI,₹4.55 Lakh,"Koyambedu, Chennai",Nov 2020,Expired,Petrol,5 Seats,"68,000 Kms",Chennai,Second Owner,1199 cc,Manual,2020,1199 cc,84.82 bhp,,,19.28 kmpl,Petrol,2,,,,,,,,,,
2016 Hyundai EON 1.0 Magna Plus Option O,₹3.35 Lakh,"Airport, Chennai",Dec 2016,Comprehensive,Petrol,5 Seats,"42,119 Kms",Chennai,First Owner,998 cc,Manual,2016,998 cc,68.05 bhp,,,20.3 kmpl,Petrol,,3515mm,,,,,,,,,
2018 Volkswagen Polo 1.2 MPI Highline Plus,₹5.90 Lakh,"MEENAMBAKKAM, Chennai",May 2018,Comprehensive,Petrol,5 Seats,"1,15,588 Kms",Dharmapuri,First Owner,1199 cc,Manual,2018,1199 cc,74 bhp,,,16.2 kmpl,Petrol,,3971mm,,,,,,,,,
2016 Maruti Celerio ZXI,₹4.30 Lakh,"Anna Nagar, Chennai",Jun 2016,Comprehensive,Petrol,5 Seats,"39,273 Kms",Chennai,First Owner,998 cc,Manual,2016,998 cc,67.04 bhp,,,23.1 kmpl,Petrol,,3715mm,,,,,,,,,
2015 Maruti Swift Dzire VXI,₹4.50 Lakh,Chennai,2015,Expired,Petrol,5 Seats,"60,000 Kms",Poonamallee,First Owner,1197 cc,Manual,2015,1197 cc,83.14 bhp,,,20.85 kmpl,Petrol,,,,,,,,,,,
2013 Mercedes-Benz E-Class 220 CDI,₹15.50 Lakh,Chennai,2013,Expired,Diesel,5 Seats,"60,000 Kms",red hills,Third Owner,2143 cc,Automatic,2013,2143 cc,170 bhp,5,RWD,,Diesel,,,,227km/hr kmph,,,,,,,
2017 Mercedes-Benz E-Class E 350d,₹30 Lakh,"Kottivakkam, Chennai",Feb 2017,Comprehensive,Diesel,5 Seats,"98,000 Kms",Chennai,First Owner,2987 cc,Automatic,2017,2987 cc,254.8 bhp,,RWD,,Diesel,,,,250 kmph,,,,,,,
2013 Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,₹10.80 Lakh,"Kovilambakkam, Chennai",Apr 2013,Comprehensive,Diesel,7 Seats,"98,000 Kms",Chennai,First Owner,2494 cc,Manual,2013,2494 cc,100 bhp,8,,,Diesel,,,,,,,,,,,
2021 Hyundai i20 Sportz Turbo iMT,₹6.78 Lakh,"Ganapathipuram, Chennai",Apr 2021,Third Party,Petrol,5 Seats,"42,677 Kms",Chennai,First Owner,998 cc,Manual,2021,998 cc,118.36 bhp,,,20 kmpl,Petrol,2,,,,,,,,,,
2021 Renault KWID RXT,₹3.92 Lakh,"Vadapalani, Chennai",Mar 2021,Comprehensive,Petrol,5 Seats,"46,376 Kms",Kanchipuram,First Owner,799 cc,Manual,2021,799 cc,53.3 bhp,,,25.17 kmpl,Petrol,,3679mm,,,,,,,,,
2015 Hyundai Grand i10 Magna,₹3.58 Lakh,"Ganapathipuram, Chennai",Nov 2015,Comprehensive,Petrol,5 Seats,"24,132 Kms",Chennai,Second Owner,1197 cc,Manual,2015,1197 cc,82 bhp,,,18.9 kmpl,Petrol,,3765mm,,,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹4.71 Lakh,"Vadapalani, Chennai",Nov 2017,Comprehensive,Petrol,5 Seats,"1,05,299 Kms",Poonamallee,First Owner,1197 cc,Manual,2017,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2017 BMW X6 xDrive 40d M Sport,₹55 Lakh,"Medavakkam, Chennai",Jul 2017,Comprehensive,Diesel,5 Seats,"85,000 Kms",red hills,Second Owner,2993 cc,Automatic,2017,2993 cc,308.43 bhp,,4WD,,Diesel,,,,240 kmph,,,,,,,
2018 Ford Endeavour 3.2 Titanium AT 4X4,₹28.95 Lakh,Chennai,2018,Expired,Diesel,7 Seats,"50,000 Kms",Chennai,First Owner,3198 cc,Automatic,2018,3198 cc,197 bhp,7,4WD,10.91 kmpl,,,,225mm,,,,,,,,
2022 Tata Tiago XZA Plus AMT BSVI,₹6.10 Lakh,"Thiruverkadu, Chennai",Dec 2022,Comprehensive,Petrol,5 Seats,"46,406 Kms",Chennai,First Owner,1199 cc,Automatic,2022,1199 cc,84.82 bhp,,,19 kmpl,Petrol,2,,,,,,,,,,
2017 Hyundai EON Era,₹2.75 Lakh,"Vadapalani, Chennai",Dec 2017,Comprehensive,Petrol,5 Seats,"98,874 Kms",Chennai,Second Owner,814 cc,Manual,2017,814 cc,55.2 bhp,,,21.1 kmpl,Petrol,,3495mm,,,,,,,,,
2017 Maruti Swift VXI,₹4.51 Lakh,"Ganapathipuram, Chennai",Nov 2017,Comprehensive,Petrol,5 Seats,"95,993 Kms",Chennai,Second Owner,1197 cc,Manual,2017,1197 cc,88.50 bhp,,,22.38 kmpl,Petrol,,,,,,,,,,268 Litres,
2011 Toyota Fortuner 3.0 Diesel,₹11.50 Lakh,"Ashoknagar, Chennai",Dec 2011,Comprehensive,Diesel,7 Seats,"2,35,000 Kms",red hills,Second Owner,2982 cc,Manual,2011,2982 cc,,7,4WD,11.5 kmpl,Diesel,,,221 mm,,,,,,,,
2012 Hyundai i20 1.4 CRDi Sportz,₹3.50 Lakh,Chennai,2012,Expired,Diesel,5 Seats,"90,000 Kms",Chennai,Second Owner,1396 cc,Manual,2012,1396 cc,,,,23 kmpl,Diesel,,3940 mm,,,,,,,,,
2015 Hyundai i10 Sportz 1.1L,₹3.43 Lakh,"Vadapalani, Chennai",Sept 2015,Comprehensive,Petrol,5 Seats,"40,092 Kms",Melur,First Owner,1086 cc,Manual,2015,1086 cc,68.05 bhp,,,19.81 kmpl,Petrol,,3585mm,,,,,,,,,
2018 Maruti S Cross Zeta DDiS 200 SH,₹7.45 Lakh,"Koyambedu, Chennai",Sept 2018,Expired,Diesel,5 Seats,"1,01,000 Kms",Chennai,First Owner,1248 cc,Manual,2018,1248 cc,88.5 bhp,,FWD,25.1 kmpl,,,,180mm,,,,,,,,
2016 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,₹16.90 Lakh,"Anna Nagar West Extension, Chennai",Feb 2017,Comprehensive,Diesel,7 Seats,"1,90,000 Kms",Chennai,First Owner,2494 cc,Manual,2016,2494 cc,100.6 bhp,7,,,Diesel,,,,,,,,,,,
2022 Maruti S-Presso VXI CNG,₹4.68 Lakh,"Vadapalani, Chennai",Mar 2023,Expired,CNG,4 Seats,"65,260 Kms",red hills,First Owner,998 cc,Manual,2022,998 cc,55.92 bhp,,,32.73 km/kg,CNG,2,,,,,,,,,,
2020 Mercedes-Benz C-Class Prime C 200,₹35 Lakh,"Kottivakkam, Chennai",Jul 2020,Comprehensive,Petrol,5 Seats,"53,000 Kms",Chennai,First Owner,1497 cc,Automatic,2020,1497 cc,201.15 bhp,5,RWD,,Petrol,,,,239 kmph,,,,,,,
2017 Skoda Rapid 1.5 TDI Style BSIV,₹7.20 Lakh,Chennai,2017,Expired,Diesel,5 Seats,"1,80,000 Kms",,First Owner,1498 cc,Manual,2017,1498 cc,108.6 bhp,,,21.13 kmpl,Diesel,4,,,,,,,,,,
2018 Toyota Yaris VX CVT BSIV,₹7.50 Lakh,"Paltra, Gurgaon",Jul 2018,Expired,Petrol,5 Seats,"55,000 Kms",Noida,First Owner,1496 cc,Automatic,2018,1496 cc,105.5 bhp,,,17.8 kmpl,Petrol,,,,,,,,,,,
2016 Maruti S Cross DDiS 320 Alpha,₹7 Lakh,Chennai,2016,Expired,Diesel,5 Seats,"1,20,000 Kms",Chennai,First Owner,1598 cc,Manual,2016,1598 cc,118 bhp,5,FWD,22.7 kmpl,,,,180mm,,,,,,,,
2024 Kia Sonet HTX Turbo iMT,₹12.40 Lakh,Chennai,2024,Expired,Petrol,5 Seats,"40,000 Kms",Pondicherry,First Owner,998 cc,Manual,2024,998 cc,118 bhp,,FWD,18.4 kmpl,Petrol,,,,,,,,,,,
2016 Mahindra XUV300 W8 BSVI,₹4.05 Lakh,"MEENAMBAKKAM, Chennai",Apr 2016,Comprehensive,Petrol,5 Seats,"1,28,398 Kms",Chennai,First Owner,1197 cc,Manual,2016,1197 cc,108.62 bhp,,,16.82 kmpl,Petrol,2,,,,,,,,,,
2022 Audi Q5 Premium plus BSVI,₹46.80 Lakh,"Paltra, Gurgaon",Apr 2023,Expired,Petrol,5 Seats,"21,800 Kms",Noida,First Owner,1984 cc,Automatic,2022,1984 cc,245.59 bhp,,AWD,,Petrol,,,,237 kmph,,,,,,,
2015 Volkswagen Vento 1.2 TSI Highline AT,₹6 Lakh,"Anna Nagar, Chennai",Apr 2015,Expired,Petrol,5 Seats,"60,000 Kms",Chennai,First Owner,1197 cc,Automatic,2015,1197 cc,103.2 bhp,,,16.93 kmpl,Petrol,,,,,,,,,,,
2018 Hyundai Verna 1.6 VTVT SX,₹8.05 Lakh,"Vadapalani, Chennai",Apr 2018,Comprehensive,Petrol,5 Seats,"24,640 Kms",Chennai,First Owner,1591 cc,Manual,2018,1591 cc,121.3 bhp,,,17.01 kmpl,Petrol,,,,,,,,,,,
2016 Renault KWID RXT Optional,₹2.50 Lakh,Chennai,2016,Expired,Petrol,5 Seats,"60,000 Kms",Murshidabad,First Owner,799 cc,Manual,2016,799 cc,53.3 bhp,,,25.17 kmpl,Petrol,1,,,,,,,,,,
2022 Mercedes-Benz AMG A 35 4MATIC BSVI,₹46.90 Lakh,"Paltra, Gurgaon",Apr 2022,Expired,Petrol,5 Seats,"14,950 Kms",HR98,First Owner,1991 cc,Automatic,2022,1991 cc,301.73 bhp,,AWD,,Petrol,,,,250 kmph,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹4.98 Lakh,"Ganapathipuram, Chennai",Jan 2019,Expired,Petrol,5 Seats,"42,599 Kms",Chennai,First Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2021 Hyundai i20 Sportz Turbo iMT,₹6.82 Lakh,"Thiruverkadu, Chennai",Apr 2021,Comprehensive,Petrol,5 Seats,"33,762 Kms",Cuddalore,First Owner,998 cc,Manual,2021,998 cc,118.36 bhp,,,20 kmpl,Petrol,2,,,,,,,,,,
2017 Honda Jazz 1.2 VX i VTEC,₹4.65 Lakh,"Vadapalani, Chennai",Mar 2017,Comprehensive,Petrol,5 Seats,"71,634 Kms",Vellore,Second Owner,1199 cc,Manual,2017,1199 cc,88.7 bhp,,,18.7 kmpl,Petrol,,3955mm,,,,,,,,,
2020 Ford Figo Petrol Titanium,₹5.68 Lakh,"Vadapalani, Chennai",Dec 2020,Comprehensive,Petrol,5 Seats,"21,010 Kms",Madurai,First Owner,1196 cc,Manual,2020,1196 cc,70 bhp,,,15.6 kmpl,Petrol,,3795mm,,,,,,,,,
2016 Ford Figo 1.2P Titanium MT,₹4.10 Lakh,"Chromepet, Chennai",Oct 2016,Comprehensive,Petrol,5 Seats,"88,695 Kms",Tiruchirappalli,First Owner,1196 cc,Manual,2016,1196 cc,86.8 bhp,,,18.16 kmpl,Petrol,,3886mm,,,,,,,,,
2014 Maruti Ciaz VDi Plus,₹5.50 Lakh,Chennai,2014,Expired,Diesel,5 Seats,"80,000 Kms",Chennai,Second Owner,1248 cc,Manual,2014,1248 cc,88.5 bhp,,,26.21 kmpl,Diesel,,,,,,,,,,,
2019 Maruti Celerio VXI MT BSIV,₹4.29 Lakh,"Koyambedu, Chennai",Mar 2019,Comprehensive,Petrol,5 Seats,"58,000 Kms",Chennai,First Owner,998 cc,Manual,2019,998 cc,67.04 bhp,,,23.1 kmpl,Petrol,1,,,,,,,,,,
2010 Ford Fiesta 1.6 SXi Duratec,₹1.89 Lakh,Chennai,2010,Expired,Petrol,5 Seats,"1,20,000 Kms",Chennai,Second Owner,1596 cc,Manual,2010,1596 cc,,,,15.3 kmpl,Petrol,,,,,,,,,,,
2020 Tata Altroz XE BSVI,₹5.26 Lakh,"Thiruverkadu, Chennai",Sept 2020,Comprehensive,Petrol,5 Seats,"37,393 Kms",Chennai,First Owner,1199 cc,Manual,2020,1199 cc,86.83 bhp,,,19.33 kmpl,Petrol,2,,,,,,,,,,
2023 Maruti Celerio ZXI,₹5.67 Lakh,"Vadapalani, Chennai",Jul 2023,Comprehensive,Petrol,5 Seats,"14,287 Kms",Chennai,First Owner,998 cc,Manual,2023,998 cc,67.05 bhp,,,21.63 kmpl,Petrol,1,,,,,,,,,,
2014 Maruti Alto 800 LXI,₹2.23 Lakh,"Ganapathipuram, Chennai",Jun 2014,Expired,Petrol,5 Seats,"97,470 Kms",Chennai,Second Owner,796 cc,Manual,2014,796 cc,47.33 bhp,,,22.05 kmpl,Petrol,1,,,,,,,,,,
2008 Maruti Alto 800 LXi BSIII,₹70 Thousand,Chennai,2008,Expired,Petrol,5 Seats,"70,000 Kms",Chennai,First Owner,796 cc,Manual,2008,796 cc,46.3 bhp,,,19.7 kmpl,Petrol,,3495mm,,,,,,,,,
2021 Audi A4 Technology,₹31.90 Lakh,"Paltra, Gurgaon",Oct 2021,Expired,Petrol,5 Seats,"9,300 Kms",Gurgaon,First Owner,1998 cc,Automatic,2021,1998 cc,187.74 bhp,5,FWD,,Petrol,,,,241 kmph,,,,,,,
2017 BMW 5 Series 520d Luxury Line,₹37 Lakh,"Kottivakkam, Chennai",Feb 2018,Comprehensive,Diesel,5 Seats,"50,000 Kms",red hills,First Owner,1995 cc,Automatic,2017,1995 cc,190 bhp,,RWD,,Diesel,,,,231 kmph,,,,,,,
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹4.87 Lakh,"Vadapalani, Chennai",Aug 2019,Comprehensive,Petrol,5 Seats,"90,158 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2019 Mahindra XUV300 W8 BSIV,₹6.70 Lakh,Chennai,2019,Expired,Petrol,5 Seats,"50,000 Kms",Chengalpattu,First Owner,1197 cc,Manual,2019,1197 cc,110 bhp,,FWD,17 kmpl,,,,180mm,,,,,,,,
2021 Maruti Baleno Delta,₹6.20 Lakh,Chennai,2021,Expired,Petrol,5 Seats,"40,000 Kms",Chennai,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,,,21.01 kmpl,Petrol,2,,,,,,,,,,
2008 Honda City GXi,₹2.50 Lakh,Chennai,2008,Expired,Petrol,5 Seats,"80,000 Kms",Chennai,First Owner,1497 cc,Manual,2008,1497 cc,,,,17.7 kmpl,Petrol,,,,,,,,,,,
2013 Hyundai Elantra SX AT,₹5.70 Lakh,Chennai,2013,Expired,Petrol,5 Seats,"1,00,000 Kms",Tiruvallur,Second Owner,1797 cc,Automatic,2013,1797 cc,147.5 bhp,,,14.5 kmpl,Petrol,,,,,,,,,,,
2022 Skoda Slavia 1.0 TSI Style AT BSVI,₹12.93 Lakh,"Ganapathipuram, Chennai",Mar 2022,Comprehensive,Petrol,5 Seats,"19,624 Kms",Chennai,First Owner,999 cc,Automatic,2022,999 cc,113.98 bhp,,,18.07 kmpl,Petrol,6,,,,,,,,,,
2019 BMW X5 xDrive 30d xLine,₹78 Lakh,"Kottivakkam, Chennai",Oct 2019,Comprehensive,Diesel,5 Seats,"28,001 Kms",Chennai,First Owner,2993 cc,Automatic,2019,2993 cc,261.50 bhp,5,AWD,13.38 kmpl,Diesel,,,,,,,,,,,
2018 Volkswagen Polo 1.0 MPI Highline Plus,₹5.98 Lakh,"Vadapalani, Chennai",Apr 2019,Expired,Petrol,5 Seats,"42,920 Kms",Chennai,First Owner,999 cc,Manual,2018,999 cc,75 bhp,,,18.78 kmpl,Petrol,,3971mm,,,,,,,,,
2023 Maruti Swift Dzire VXI,₹7 Lakh,"Koyambedu, Chennai",Apr 2023,Comprehensive,Petrol,5 Seats,"22,000 Kms",Chennai,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,,,22.41 kmpl,Petrol,,,,,,,,,,378 Litres,3 Star
2018 Renault KWID Climber 1.0 MT,₹3.89 Lakh,"Vadapalani, Chennai",Jan 2019,Comprehensive,Petrol,5 Seats,"72,383 Kms",red hills,First Owner,999 cc,Manual,2018,999 cc,67 bhp,,,23.01 kmpl,Petrol,1,,,,,,,,,,
2016 Mercedes-Benz GLA Aero Edition,₹23 Lakh,"Ashoknagar, Chennai",Dec 2017,Comprehensive,Petrol,5 Seats,"53,000 Kms",Chennai,First Owner,1991 cc,Automatic,2016,1991 cc,375 bhp,,AWD,,Petrol,,,,250 kmph,,,,,,,
2014 Ford Figo Diesel Titanium,₹3 Lakh,Chennai,2014,Expired,Diesel,5 Seats,"1,50,000 Kms",Chennai,First Owner,1399 cc,Manual,2014,1399 cc,68.05 bhp,,,20 kmpl,Diesel,,3795mm,,,,,,,,,
2019 Kia Seltos GTX DCT,₹10.71 Lakh,"Vadapalani, Chennai",Nov 2019,Comprehensive,Petrol,5 Seats,"72,100 Kms",Chennai,First Owner,1353 cc,Automatic,2019,1353 cc,138 bhp,5,2WD,16.2 kmpl,Petrol,,,,,,,,,,,
2013 Mercedes-Benz S-Class S 300,₹28 Lakh,"Kottivakkam, Chennai",Jan 2013,Comprehensive,Petrol,5 Seats,"28,000 Kms",Chennai,First Owner,2987 cc,Automatic,2013,2987 cc,,,,13 kmpl,Petrol,,,,,,,,,,,
2015 Hyundai i20 Sportz 1.4 CRDi,₹4.93 Lakh,"Ganapathipuram, Chennai",Sept 2015,Comprehensive,Diesel,5 Seats,"55,667 Kms",Chennai,First Owner,1396 cc,Manual,2015,1396 cc,88.73 bhp,,,22.54 kmpl,Diesel,,3985mm,,,,,,,,,
2014 Honda Amaze SX i VTEC,₹4.25 Lakh,"MEENAMBAKKAM, Chennai",Sept 2014,Comprehensive,Petrol,5 Seats,"60,983 Kms",Chennai,First Owner,1198 cc,Manual,2014,1198 cc,86.7 bhp,,,17.8 kmpl,Petrol,,,,,,,,,,,
2018 Hyundai Creta 1.6 VTVT SX Plus,₹7.21 Lakh,"Airport, Chennai",Oct 2018,Comprehensive,Petrol,5 Seats,"34,165 Kms",Chennai,Third Owner,1591 cc,Manual,2018,1591 cc,121.3 bhp,,FWD,13 kmpl,,,,190mm,,,,,,,,
2017 Honda City i DTec E,₹8.90 Lakh,"Chromepet, Chennai",Mar 2019,Expired,Diesel,5 Seats,"70,456 Kms",Chennai,First Owner,1498 cc,Manual,2017,1498 cc,98.6 bhp,,,26 kmpl,Diesel,,,,,,,,,,,
2018 Hyundai i20 Asta Option 1.2,₹6.10 Lakh,"MEENAMBAKKAM, Chennai",Sept 2018,Comprehensive,Petrol,5 Seats,"52,292 Kms",Chennai,First Owner,1197 cc,Manual,2018,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2012 Toyota Etios GD SP,₹7.50 Lakh,Chennai,2012,Expired,Diesel,5 Seats,"1,50,000 Kms",Chennai,Second Owner,,Manual,2012,,,,,23.59 kmpl,Diesel,,,,,,,,,,,
2022 Mahindra Thar LX 4WD Hard Top BSVI,₹14.20 Lakh,"Vadapalani, Chennai",Feb 2022,Third Party,Petrol,4 Seats,"5,671 Kms",Chennai,First Owner,1997 cc,Manual,2022,1997 cc,150 bhp,4,4X4,15.2 kmpl,,,,226mm,,,,,,,,
2015 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,₹5.10 Lakh,"Ganapathipuram, Chennai",Feb 2015,Comprehensive,Petrol,5 Seats,"73,554 Kms",Chennai,Second Owner,1499 cc,Automatic,2015,1499 cc,110.4 bhp,,FWD,15.63 kmpl,,,,200mm,,,,,,,,
2015 Honda Amaze SX i VTEC,₹4.50 Lakh,"Anna Nagar, Chennai",Dec 2015,Expired,Petrol,5 Seats,"77,060 Kms",Chennai,First Owner,1198 cc,Manual,2015,1198 cc,86.7 bhp,,,17.8 kmpl,Petrol,,,,,,,,,,,
2018 Renault KWID Climber 1.0 AMT,₹3.19 Lakh,"Thiruverkadu, Chennai",Mar 2018,Third Party,Petrol,5 Seats,"69,805 Kms",red hills,Second Owner,999 cc,Automatic,2018,999 cc,67 bhp,,,24.04 kmpl,Petrol,1,,,,,,,,,,
2022 Honda Amaze S Diesel,₹7.50 Lakh,"MEENAMBAKKAM, Chennai",Mar 2022,Comprehensive,Diesel,5 Seats,"92,162 Kms",Chennai,First Owner,1498 cc,Manual,2022,1498 cc,98.63 bhp,,,24.7 kmpl,Diesel,2,,,,,,,,,,
2014 Honda Amaze S AT i-Vtech,₹5.25 Lakh,Chennai,2014,Comprehensive,Petrol,5 Seats,"32,000 Kms",Chennai,First Owner,1198 cc,Automatic,2014,1198 cc,86.7 bhp,,,15.5 kmpl,Petrol,,,,,,,,,,,
2019 Maruti Ignis Delta,₹4.71 Lakh,"Airport, Chennai",Oct 2019,Comprehensive,Petrol,5 Seats,"48,373 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,,,20.89 kmpl,Petrol,,,,,,,,,,260 Litres,1 Star
2019 Tata Tiago XZ Plus,₹4.83 Lakh,"Vadapalani, Chennai",Dec 2019,Third Party,Petrol,5 Seats,"29,644 Kms",Chennai,First Owner,1199 cc,Manual,2019,1199 cc,83.83 bhp,,,23.84 kmpl,Petrol,2,,,,,,,,,,
2021 Toyota Urban cruiser Premium AT,₹10 Lakh,Chennai,2021,Expired,Petrol,5 Seats,"20,000 Kms",Chennai,First Owner,1462 cc,Automatic,2021,1462 cc,103.26 bhp,,,18.76 kmpl,Petrol,2,,,,,,,,,,
2020 Kia Seltos GTX Plus Diesel AT,₹15.30 Lakh,"Thygaraya Nagar, Chennai",Jul 2020,Comprehensive,Diesel,5 Seats,"25,000 Kms",Chennai,First Owner,1493 cc,Automatic,2020,1493 cc,113.43 bhp,5,FWD,18 kmpl,Diesel,,,,,,,,,,,
2012 BMW 3 Series 320d,₹12.90 Lakh,"Thygaraya Nagar, Chennai",Oct 2012,Comprehensive,Diesel,5 Seats,"55,000 Kms",Chennai,Second Owner,1995 cc,Automatic,2012,1995 cc,190 bhp,5,RWD,,Diesel,,,,230 kmph,,,,,,,
