title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,No. of Airbags,Length,Seating Capacity,Drive Type,Top Speed,Ground Clearance,Boot Space,Global NCAP Safety Rating,Range,Battery Capacity,Charging Time DC,Charging Time AC
2019 Maruti Ertiga BSIV ZXI Plus,₹8.95 Lakh,"Makarba, Ahmedabad",Feb 2019,Comprehensive,Petrol,7 Seats,"23,000 Kms",Ahmedabad,First Owner,1373 cc,Manual,2019,1373 cc,91.1 bhp,17.5 kmpl,Petrol,,,7,,,,,,,,,
2016 Mahindra KUV 100 mFALCON G80 K6,₹2.25 Lakh,"Sardarnagar, Ahmedabad",Mar 2016,Third Party,Petrol,6 Seats,"74,000 Kms",Ahmedabad,First Owner,1198 cc,Manual,2016,1198 cc,82 bhp,18.15 kmpl,,,,,FWD,,170mm,,,,,,
2011 Toyota Etios V,₹3.40 Lakh,"Makarba, Ahmedabad",Sept 2012,Comprehensive,Petrol,5 Seats,"60,000 Kms",Ahmedabad,First Owner,1496 cc,Manual,2011,,,,,,,,,,,,,,,,
2017 Hyundai i10 Sportz Option,₹4.90 Lakh,"Bopal, Ahmedabad",May 2017,Comprehensive,Petrol,5 Seats,"70,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,1197 cc,78.9 bhp,20.36 kmpl,Petrol,,3585mm,,,,,,,,,,
2017 Hyundai EON Magna,₹2.64 Lakh,"Gota, Ahmedabad",Feb 2018,Comprehensive,Petrol,5 Seats,"63,303 Kms",Ahmedabad,Second Owner,814 cc,Manual,2017,814 cc,,22 kmpl,Petrol,,3495 mm,,,,,,,,,,
2012 Maruti Wagon R LXI,₹2.34 Lakh,"Gota, Ahmedabad",Aug 2012,Comprehensive,Petrol,5 Seats,"35,043 Kms",Ahmedabad,Second Owner,998 cc,Manual,2012,998 cc,67.1 bhp,18.9 kmpl,Petrol,,3595mm,,,,,,,,,,
2015 Honda Amaze VX i-Vtech,₹3.25 Lakh,"Sahil Residency, Ahmedabad",Mar 2015,Third Party,Petrol,5 Seats,"86,000 Kms",Ahmedabad,Second Owner,1198 cc,Manual,2015,1198 cc,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2021 Kia Sonet HTK Plus BSVI,₹9 Lakh,"Ambli, Ahmedabad",Sept 2021,Comprehensive,Petrol,5 Seats,"24,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,18.4 kmpl,Petrol,,,,FWD,,,,,,,,
2021 Hyundai Creta SX Executive BSVI,₹11.50 Lakh,Ahmedabad,2021,Expired,Petrol,5 Seats,"20,000 Kms",Ahmedabad,First Owner,1497 cc,Manual,2021,1497 cc,113.18 bhp,14 kmpl,Petrol,6,,5,,,,,,,,,
2018 Renault Duster 85PS Diesel RxS,₹6 Lakh,"Navrangpura, Ahmedabad",Jan 2018,Comprehensive,Diesel,5 Seats,"55,000 Kms",Ahmedabad,First Owner,1461 cc,Manual,2018,1461 cc,83.8 bhp,19.87 kmpl,,,,,FWD,,205mm,,,,,,
2015 Mercedes-Benz CLA 200 CDI Sport,₹9.45 Lakh,"Indirapuram, Ghaziabad",Dec 2015,Third Party,Diesel,5 Seats,"85,000 Kms",New Delhi,First Owner,2143 cc,Automatic,2015,2143 cc,136 bhp,,Diesel,,,5,FWD,220 kmph,,,,,,,
2017 Hyundai Creta 1.6 CRDi AT SX Plus,₹9.50 Lakh,"Ctm Char Rasta, Ahmedabad",Aug 2017,Comprehensive,Diesel,5 Seats,"65,400 Kms",Gandhinagar,First Owner,1582 cc,Automatic,2017,1582 cc,126.2 bhp,17.01 kmpl,,,,5,FWD,,190mm,,,,,,
2017 Honda City i-VTEC CVT ZX,₹7.75 Lakh,"Naranpura Vistar, Ahmedabad",Dec 2017,Comprehensive,Petrol,5 Seats,"71,000 Kms",Ahmedabad,First Owner,1497 cc,Automatic,2017,1497 cc,117.6 bhp,18 kmpl,Petrol,6,,,,,,,,,,,
2021 Toyota Innova Crysta 2.4 VX 8 STR,₹21.50 Lakh,"Naranpura, Ahmedabad",Apr 2021,Comprehensive,Diesel,8 Seats,"77,000 Kms",Gandhinagar,First Owner,2393 cc,Manual,2021,,,,,,,,,,,,,,,,
2013 Toyota Innova 2.5 VX (Diesel) 8 Seater,₹7.80 Lakh,"Ambli, Ahmedabad",Jun 2013,Comprehensive,Diesel,8 Seats,"96,795 Kms",Ahmedabad,Second Owner,2494 cc,Manual,2013,2494 cc,100.6 bhp,,Diesel,,,7,,,,,,,,,
2020 Ford Ecosport Sports Petrol,₹6.53 Lakh,"Gota, Ahmedabad",Oct 2020,Comprehensive,Petrol,5 Seats,"88,643 Kms",Ahmedabad,Second Owner,1496 cc,Manual,2020,1496 cc,120.69 bhp,15.9 kmpl,,,,,FWD,,200mm,,,,,,
2022 Tata Tigor XZ Diesel,₹6.01 Lakh,"Gota, Ahmedabad",Feb 2023,Comprehensive,Diesel,5 Seats,"13,813 Kms",Ahmedabad,First Owner,1047 cc,Manual,2022,1047 cc,69 bhp,24.7 kmpl,Diesel,2,,,,,,,,,,,
2022 Citroen C3 Puretech 82 Feel BSVI,₹4.50 Lakh,Ahmedabad,2022,Expired,Petrol,5 Seats,"40,000 Kms",220B,First Owner,1198 cc,Manual,2022,1198 cc,80.46 bhp,19.3 kmpl,Petrol,2,,,,,,,,,,,
2016 BMW 7 Series 730Ld Design Pure Excellence CBU,₹38.90 Lakh,"Chattarpur, New Delhi",Jan 2016,Comprehensive,Diesel,5 Seats,"40,000 Kms",nurpur,Second Owner,2993 cc,Automatic,2016,2993 cc,261.49 bhp,,Diesel,,,,AWD,250 kmph,,,,,,,
2016 Maruti S Cross DDiS 200 Delta,₹4.90 Lakh,"Pada Pole Gandhi Road, Ahmedabad",Jan 2017,Expired,Diesel,5 Seats,"82,000 Kms",Vadodara,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,23.65 kmpl,,,,,FWD,,180mm,,,,,,
2023 Hyundai Verna SX Opt,₹13.50 Lakh,"Vasna, Ahmedabad",Jul 2023,Comprehensive,Petrol,5 Seats,"20,100 Kms",Gandhinagar,First Owner,1497 cc,Manual,2023,,,,,,,,,,,,,,,,
2011 Audi A7 3.0 TDI Quattro,₹11.55 Lakh,"Navrangpura, Ahmedabad",Dec 2011,Expired,Diesel,5 Seats,"1,42,000 Kms",Ahmedabad,Second Owner,2967 cc,Automatic,2011,2967 cc,241.4 bhp,,Diesel,,,,AWD,250km/hr kmph,,,,,,,
2016 Mercedes-Benz S-Class S 350 d,₹38.90 Lakh,"Chattarpur, New Delhi",Jan 2016,Comprehensive,Diesel,5 Seats,"61,000 Kms",Chandigarh,First Owner,2925 cc,Automatic,2016,2925 cc,281.61 bhp,,Diesel,,,,RWD,250 kmph,,,,,,,
2015 Hyundai i10 Magna 1.1 iTech SE,₹3.30 Lakh,"Ambli, Ahmedabad",Apr 2015,Comprehensive,Petrol,5 Seats,"65,000 Kms",Ahmedabad,First Owner,1086 cc,Manual,2015,1086 cc,68.05 bhp,19.81 kmpl,Petrol,,3585mm,,,,,,,,,,
2019 Mahindra TUV 300 T10,₹7 Lakh,Ahmedabad,2019,Expired,Diesel,7 Seats,"80,000 Kms",,First Owner,1493 cc,Manual,2019,1493 cc,100 bhp,18.49 kmpl,,,,,RWD,,184mm,,,,,,
2015 Maruti Swift VXI,₹3.20 Lakh,Ahmedabad,2015,Expired,Petrol,5 Seats,"1,60,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2015,1197 cc,81.80 bhp,21.21 kmpl,Petrol,2,,,,,,,,,,,
2014 Maruti Wagon R LXI,₹2.61 Lakh,"Gota, Ahmedabad",Aug 2014,Comprehensive,Petrol,5 Seats,"69,026 Kms",Jamnagar,Second Owner,998 cc,Manual,2014,998 cc,67.1 bhp,18.9 kmpl,Petrol,,3595mm,,,,,,,,,,
2012 Honda Brio S MT,₹2.35 Lakh,"Naranpura Vistar, Ahmedabad",Jul 2012,Comprehensive,Petrol,5 Seats,"66,000 Kms",Ahmedabad,First Owner,1198 cc,Manual,2012,1198 cc,86.8 bhp,19.4 kmpl,Petrol,,3610mm,,,,,,,,,,
2011 Toyota Corolla Altis 1.8 J,₹2.55 Lakh,"Naranpura, Ahmedabad",Jun 2011,Expired,Petrol,5 Seats,"98,000 Kms",Ahmedabad,First Owner,1798 cc,Manual,2011,,,,,,,,,,,,,,,,
2018 Toyota Corolla Altis 1.8 VL CVT,₹10.49 Lakh,"Navrangpura, Ahmedabad",Feb 2018,Comprehensive,Petrol,5 Seats,"71,000 Kms",Ahmedabad,First Owner,1798 cc,Automatic,2018,1798 cc,138.03 bhp,14.28 kmpl,Petrol,4,,,,,,,,,,,
2015 Datsun GO Plus T BSIV,₹1.75 Lakh,"Sardarnagar, Ahmedabad",Aug 2015,Expired,Petrol,7 Seats,"52,000 Kms",Ahmedabad,Second Owner,1198 cc,Manual,2015,1198 cc,67 bhp,19.44 kmpl,Petrol,,,7,,,,,,,,,
2023 Volkswagen Virtus Topline AT,₹14.27 Lakh,"Gota, Ahmedabad",Jan 2024,Comprehensive,Petrol,5 Seats,"7,185 Kms",Ahmedabad,First Owner,999 cc,Automatic,2023,999 cc,113.98 bhp,18.12 kmpl,Petrol,,,,,,,521 Litres,5 Star,,,,
2014 Hyundai i20 Asta 1.2,₹3.85 Lakh,"Makarba, Ahmedabad",Feb 2014,Comprehensive,Petrol,5 Seats,"92,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2014,1197 cc,82.85 bhp,18.5 kmpl,Petrol,,3995mm,,,,,,,,,,
2019 Honda City i-DTEC VX,₹10.50 Lakh,"Paldi, Ahmedabad",Jul 2019,Third Party,Diesel,5 Seats,"45,000 Kms",Rajkot,First Owner,1498 cc,Manual,2019,1498 cc,97.9 bhp,25.6 kmpl,Diesel,2,,,,,,,,,,,
2021 MG Hector Sharp DCT,₹14.25 Lakh,"Ambli, Ahmedabad",Jan 2021,Comprehensive,Petrol,5 Seats,"35,000 Kms",Gandhinagar,First Owner,1451 cc,Automatic,2021,1451 cc,141 bhp,13.96 kmpl,,,,5,FWD,,183mm,,,,,,
2015 Honda City i VTEC VX,₹4.35 Lakh,Ahmedabad,2015,Expired,Petrol,5 Seats,"90,000 Kms",Ahmedabad,First Owner,1497 cc,Manual,2015,1497 cc,117.3 bhp,17.4 kmpl,Petrol,,,,,,,,,,,,
2014 Hyundai Grand i10 1.2 Kappa Asta,₹3.75 Lakh,"Gota, Ahmedabad",Oct 2014,Comprehensive,Petrol,5 Seats,"69,067 Kms",Ahmedabad,Second Owner,1197 cc,Manual,2014,,,,,,,,,,,,,,,,
2014 Toyota Corolla Altis D-4D G,₹6.50 Lakh,"Pada Pole Gandhi Road, Ahmedabad",Sept 2014,Third Party,Diesel,5 Seats,"98,000 Kms",Ahmedabad,First Owner,1364 cc,Manual,2014,1364 cc,87.2 bhp,21.43 kmpl,Diesel,,,,,,,,,,,,
2015 Hyundai i20 Sportz 1.2,₹4.51 Lakh,Ahmedabad,2015,Expired,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2015,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,3985mm,,,,,,,,,,
2011 Maruti Wagon R LXI Minor,₹1.60 Lakh,Ahmedabad,2011,Expired,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,998 cc,Manual,2011,998 cc,67.1 bhp,18.9 kmpl,Petrol,,3595mm,,,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹5.40 Lakh,"Naranpura, Ahmedabad",Mar 2018,Comprehensive,Petrol,5 Seats,"81,000 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2018,,,,,,,,,,,,,,,,
2022 Maruti Swift VXI BSVI,₹5.90 Lakh,Ahmedabad,2022,Expired,Petrol,5 Seats,"20,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2022,1197 cc,88.50 bhp,22.38 kmpl,Petrol,2,,,,,,,,,,,
2021 MG Gloster Savvy 6-Str,₹23.75 Lakh,"Ambli, Ahmedabad",Mar 2021,Comprehensive,Diesel,6 Seats,"49,000 Kms",Gandhinagar,Second Owner,1996 cc,Automatic,2021,1996 cc,215.01 bhp,12.4 kmpl,Diesel,,,6,4WD,,,,,,,,
2019 Honda City ZX MT,₹8.90 Lakh,"Naranpura, Ahmedabad",May 2019,Comprehensive,Petrol,5 Seats,"69,000 Kms",Ahmedabad,First Owner,1497 cc,Manual,2019,1497 cc,117.6 bhp,17.4 kmpl,Petrol,6,,,,,,,,,,,
2021 Mahindra XUV500 W11 Option,₹11.20 Lakh,"Mumatpura, Ahmedabad",Jul 2021,Zero Dep,Diesel,7 Seats,"65,838 Kms",Ahmedabad,First Owner,2179 cc,Manual,2021,2179 cc,152.87 bhp,15.1 kmpl,,,,7,FWD,,200mm,,,,,,
2014 Hyundai i20 Asta 1.2,₹4.65 Lakh,"Makarba, Ahmedabad",Mar 2014,Expired,Petrol,5 Seats,"65,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2014,1197 cc,82.85 bhp,18.5 kmpl,Petrol,,3995mm,,,,,,,,,,
2018 Maruti Wagon R LXI CNG,₹3.81 Lakh,"Gota, Ahmedabad",Nov 2018,Comprehensive,CNG,5 Seats,"71,005 Kms",Surat,First Owner,998 cc,Manual,2018,998 cc,58.16 bhp,26.6 km/kg,CNG,,3599mm,,,,,,,,,,
2015 Maruti Ertiga VXI,₹6.50 Lakh,"Naranpura Vistar, Ahmedabad",Mar 2016,Comprehensive,Petrol,7 Seats,"62,000 Kms",Ahmedabad,First Owner,1373 cc,Manual,2015,1373 cc,93.7 bhp,16.02 kmpl,Petrol,,,7,,,,,,,,,
2010 Hyundai Santro Xing GLS,₹1.90 Lakh,"Bopal, Ahmedabad",Jul 2010,Comprehensive,Petrol,5 Seats,"92,000 Kms",Ahmedabad,Second Owner,1086 cc,Manual,2010,,,,,,,,,,,,,,,,
2017 Honda Amaze VX CVT i-VTEC,₹4.95 Lakh,"Makarba, Ahmedabad",May 2017,Expired,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2017,1199 cc,88.7 bhp,18.1 kmpl,Petrol,,,,,,,,,,,,
2012 Tata Indica V2 DL BSIII,₹90 Thousand,Ahmedabad,2012,Expired,Diesel,5 Seats,"1,20,000 Kms",Ahmedabad,First Owner,1396 cc,Manual,2012,1396 cc,52.8 bhp,17.88 kmpl,Diesel,,3690mm,,,,,,,,,,
2019 BMW X1 xDrive 20d xLine,₹23.50 Lakh,"Naranpura, Ahmedabad",Sept 2019,Third Party,Diesel,5 Seats,"50,000 Kms",Kheda,First Owner,1995 cc,Automatic,2019,1995 cc,190 bhp,,Diesel,,,5,AWD,219 kmph,,,,,,,
2016 Honda Jazz 1.2 V AT i VTEC,₹4.95 Lakh,"Bopal, Ahmedabad",Oct 2016,Expired,Petrol,5 Seats,"49,000 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2016,1199 cc,88.7 bhp,19 kmpl,Petrol,,3955mm,,,,,,,,,,
2021 Maruti Ertiga CNG VXI,₹10.50 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2021,Comprehensive,CNG,7 Seats,"62,000 Kms",Ahmedabad,First Owner,1462 cc,Manual,2021,1462 cc,91.19 bhp,26.08 km/kg,CNG,,,7,,,,,,,,,
2020 Toyota Fortuner 2.8 4WD AT,₹30 Lakh,"Ambli, Ahmedabad",Jul 2020,Expired,Diesel,7 Seats,"90,000 Kms",Gandhinagar,First Owner,2755 cc,Automatic,2020,2755 cc,174.5 bhp,15.04 kmpl,,,,7,4WD,,220mm,,,,,,
2018 Maruti Ciaz 1.4 Delta,₹4.84 Lakh,Ahmedabad,2018,Expired,Petrol,5 Seats,"90,000 Kms",,Second Owner,1373 cc,Manual,2018,1373 cc,91.1 bhp,20.73 kmpl,Petrol,,,,,,,,,,,,
